tool_id,tool_name,block_id,block_name,domain,module,level,format,owner_role,description,priority,dev_phase,effort_hours,adaptability,venue_types,block_dependencies,block_state,enrichment_level,mapping_status,development_status
T022-03,POS Optimisation Guide,B022,Order-Taking Speed Protocol,D02_customer_experience,M02: Customer Journey & Retention,L2,guide,Manager,"Guide for optimising the POS system: quick-access button setup for top sellers, modifier sequences, shortcut keys, and troubleshooting common speed issues.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B021,enriched,gold,OK,planned
T022-04,Menu Knowledge Quiz,B022,Order-Taking Speed Protocol,D02_customer_experience,M02: Customer Journey & Retention,L2,assessment,Manager,"Quick assessment testing till operators on full menu knowledge: drink options, milk alternatives, food ingredients, allergens, prices, and modification options.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B021,enriched,gold,OK,planned
T023-03,Queue Communication SOP,B023,Queue Communication Experience,D02_customer_experience,M02: Customer Journey & Retention,L2,SOP,Manager,"Standard Operating Procedure covering the 30-second rule, information practice, body language reading, frustration intervention, queue greeter role, and physical queue management.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B021,enriched,gold,OK,planned
T023-04,Queue Experience Training Module,B023,Queue Communication Experience,D02_customer_experience,M02: Customer Journey & Retention,L2,guide,Manager,"Training module covering the psychology of waiting, practical communication techniques, body language recognition, and role-play exercises for queue scenarios.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B021,enriched,gold,OK,planned
T024-03,Throughput Optimisation SOP,B024,Throughput Optimisation System,D02_customer_experience,M02: Customer Journey & Retention,L2,SOP,Head Barista,"Standard Operating Procedure covering optimal station layout, task sequencing, drink batching, team coordination, and efficiency techniques for maximum throughput.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B021, B022, B023",enriched,gold,OK,planned
T024-04,Weekly Throughput Dashboard,B024,Throughput Optimisation System,D02_customer_experience,M02: Customer Journey & Retention,L2,dashboard,Manager,"Weekly dashboard plotting transactions per hour across the operating day, comparing against baseline and targets, highlighting peak performance and underperforming periods.",P2,Phase 2 (Week 5-12),6,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B021, B022, B023",enriched,gold,OK,planned
T025-03,Order Accuracy SOP,B025,Order Accuracy Checklist,D02_customer_experience,M02: Customer Journey & Retention,L2,SOP,Manager,"Standard Operating Procedure covering the complete order accuracy system: read-back, ticket communication, drink marking, pre-handoff check, error handling, and weekly review.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B026,enriched,gold,OK,planned
T025-04,Drink Marking System Guide,B025,Order Accuracy Checklist,D02_customer_experience,M02: Customer Journey & Retention,L2,guide,Head Barista,"Guide for marking drinks during preparation so order identity is maintained: cup marking conventions, ticket placement, and colour-coding for alternative milks.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B026,enriched,gold,OK,planned
T026-03,Customer Greeting SOP,B026,Customer Greeting Standard,D02_customer_experience,M02: Customer Journey & Retention,L2,SOP,Manager,"Standard Operating Procedure covering the greeting standard, greeting ownership, situational variations, body language expectations, and integration with queue acknowledgement.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B025,enriched,gold,OK,planned
T026-04,Greeting Variations Guide,B026,Customer Greeting Standard,D02_customer_experience,M02: Customer Journey & Retention,L2,guide,Front-of-House Staff,"Guide offering natural greeting options for different contexts: time of day, weather, busy versus quiet periods, regulars versus new visitors, and seasonal variations.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B025,enriched,gold,OK,planned
T027-02,Visual Quality Standards Reference,B027,Drink Handoff Quality Check,D02_customer_experience,M02: Customer Journey & Retention,L2,guide,Head Barista,"Reference guide with photographs showing acceptable and unacceptable visual standards for each drink category: espresso crema, latte art, foam texture, iced drink presentation, and food plating.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B025, B039",enriched,gold,OK,planned
T027-03,Drink Handoff Quality SOP,B027,Drink Handoff Quality Check,D02_customer_experience,M02: Customer Journey & Retention,L2,SOP,Head Barista,"Standard Operating Procedure covering the complete handoff process: 5-point check, verbal confirmation, visual standards, remake policy, and handoff area maintenance.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B025, B039",enriched,gold,OK,planned
T027-04,Weekly Handoff Observation Tracker,B027,Drink Handoff Quality Check,D02_customer_experience,M02: Customer Journey & Retention,L2,tracker,Manager,"Weekly tracker for scoring 10 observed drink handoffs against the 5-point check: each handoff scored for accuracy, visual quality, cup cleanliness, accessories, and verbal delivery.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B025, B039",enriched,gold,OK,planned
T028-03,Root Cause Analysis Template,B028,Order Accuracy Tracking,D02_customer_experience,M02: Customer Journey & Retention,L2,template,Manager,"Structured template for investigating recurring error types: description of the error pattern, possible causes, evidence review, root cause determination, fix implemented, and follow-up plan.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B025, B026, B027",enriched,gold,OK,planned
T028-04,Monthly Order Accuracy Report,B028,Order Accuracy Tracking,D02_customer_experience,M02: Customer Journey & Retention,L2,dashboard,Manager,"Monthly report showing total orders, total errors, error rate, category breakdown, trend over time, root causes addressed, fixes implemented, and their impact.",P2,Phase 2 (Week 5-12),6,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B025, B026, B027",enriched,gold,OK,planned
T029-02,Monthly Customer Retention Report Template,B029,Return Visit Tracking,D02_customer_experience,M02: Customer Journey & Retention,L2,dashboard,Manager,"Monthly report template showing: total unique customers, new versus returning ratio, visit frequency distribution, lapsed customer count, estimated churn, and revenue concentration.",P2,Phase 2 (Week 5-12),6,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B030,enriched,gold,OK,planned
T029-03,Lapsed Customer Watchlist,B029,Return Visit Tracking,D02_customer_experience,M02: Customer Journey & Retention,L2,tracker,Manager,"List of identified regular customers who have not visited in 4+ weeks, with last visit date, usual order, and any known reasons for absence.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B030,enriched,gold,OK,planned
T029-04,Customer Retention Calculator,B029,Return Visit Tracking,D02_customer_experience,M02: Customer Journey & Retention,L2,calculator,Manager,"Calculator for key retention metrics: return rate, average visit frequency, estimated customer lifetime value, and churn rate based on visit data.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B030,enriched,gold,OK,planned
T030-02,Loyalty Programme SOP,B030,Loyalty Programme Design,D02_customer_experience,M02: Customer Journey & Retention,L2,SOP,Manager,"Standard Operating Procedure covering: how to offer and issue cards, stamping/scanning procedure, redemption rules, handling lost cards, programme rules, and staff FAQs.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B029,enriched,gold,OK,planned
T030-03,Programme Participation Dashboard,B030,Loyalty Programme Design,D02_customer_experience,M02: Customer Journey & Retention,L2,dashboard,Manager,"Dashboard tracking active members, new sign-ups, stamp accumulation rate, redemptions, lapsed cards, and participation rate as a percentage of total customers.",P2,Phase 2 (Week 5-12),6,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B029,enriched,gold,OK,planned
T030-05,Digital Loyalty System Comparison Matrix,B030,Loyalty Programme Design,D02_customer_experience,M02: Customer Journey & Retention,L2,matrix,Owner,"Comparison matrix for evaluating digital loyalty platforms: features, monthly cost, POS integration, customer experience, data capabilities, and suitability for independent cafes.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B029,enriched,gold,OK,planned
T031-02,Customer Recognition Training Guide,B031,Regular Customer Recognition,D02_customer_experience,M02: Customer Journey & Retention,L2,guide,Manager,"Training guide covering natural name-learning techniques, appropriate use of personal details, the 'usual or something different?' approach, and avoiding performative recognition.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B029, B030",enriched,gold,OK,planned
T031-03,Pre-Shift Customer Intelligence Protocol,B031,Regular Customer Recognition,D02_customer_experience,M02: Customer Journey & Retention,L2,protocol,Shift Manager,"Brief protocol for the pre-shift huddle: team members share any notable customer information — holidays, preferences changes, milestones — to enable personalised service.",P2,Phase 2 (Week 5-12),5,low,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B029, B030",enriched,gold,OK,planned
T032-03,CLV Lever Strategy Template,B032,Customer Lifetime Value Strategy,D02_customer_experience,M02: Customer Journey & Retention,L2,template,Owner,"Template for planning initiatives to improve each CLV lever: current baseline, target improvement, specific actions, expected revenue impact, and investment required.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B029, B030, B031",enriched,gold,OK,planned
T032-04,Customer Churn Cost Calculator,B032,Customer Lifetime Value Strategy,D02_customer_experience,M02: Customer Journey & Retention,L2,calculator,Owner,"Calculator for quantifying the revenue impact of customer churn: number of regulars lost per month, their average CLV, annual revenue lost, and break-even investment in retention.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B029, B030, B031",enriched,gold,OK,planned
T033-03,Complaint Resolution SOP,B033,Complaint Resolution Protocol,D02_customer_experience,M02: Customer Journey & Retention,L2,SOP,Manager,"Standard Operating Procedure covering the LAST framework, empowerment thresholds, escalation procedures, difficult customer handling, follow-up practices, and documentation.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B034,enriched,gold,OK,planned
T033-04,Service Recovery Toolkit,B033,Complaint Resolution Protocol,D02_customer_experience,M02: Customer Journey & Retention,L2,guide,Manager,"Guide defining specific resolution options for each complaint type: replacements, refunds, complimentary items, apology approaches, and follow-up actions.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B034,enriched,gold,OK,planned
T034-02,Centralised Feedback Register,B034,Feedback Collection System,D02_customer_experience,M02: Customer Journey & Retention,L2,tracker,Manager,"Unified log capturing all customer feedback from all channels: date, source, type (compliment/complaint/suggestion), detail, action taken, and follow-up status.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B033,enriched,gold,OK,planned
T034-03,Feedback Response SOP,B034,Feedback Collection System,D02_customer_experience,M02: Customer Journey & Retention,L2,SOP,Manager,"Standard Operating Procedure covering how to respond to online reviews, how to record in-person feedback, how to process feedback cards, and how to share insights with the team.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B033,enriched,gold,OK,planned
T034-04,Monthly Feedback Analysis Report,B034,Feedback Collection System,D02_customer_experience,M02: Customer Journey & Retention,L2,dashboard,Manager,"Monthly report summarising all feedback by channel and type, identifying top themes, tracking star rating trends, and listing actionable improvements with implementation status.",P2,Phase 2 (Week 5-12),6,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B033,enriched,gold,OK,planned
